语料,分,建议,赞,分类,理由,来源,url,备注
物物而不物于物 念念而不念于念  ⇒  欲语未语时最真 将见未见时最好,62,?,1,Z 其他,,网易云《有我呢》,https://music.163.com/#/song?id=,
加油 等到那个时候你就是一个能给自己撑起一片天的小大人了[可爱]  ⇒  嘻嘻(*^ω^*),62,?,1,Z 其他,,网易云《magnolia》,https://music.163.com/#/song?id=,
明天 和初恋结婚啦！！[多多大笑]  ⇒  恭喜你祝你好运平安、快乐生活,62,?,1,F 迷茫 / 年龄焦虑,,网易云《海屿你》,https://music.163.com/#/song?id=,
平潭高铁站到站列车放了这首歌的钢琴曲，舒服😊  ⇒  肯定是西安开过来的，g859,62,?,1,Z 其他,,网易云《抱抱》,https://music.163.com/#/song?id=,
和父母吵架 先觉得自己好委屈 再是觉得他们不容易 是自己错了[爱心]  ⇒  是这样 但这些都只是原生家庭我们的经历 而并非我们的原罪 用来照亮未来的路 看清以后的选择 但不要反复自我折磨。命运可以施加苦难，但不要让它替我们定义结局[装可爱],62,?,1,F 迷茫 / 年龄焦虑,,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,
今天是2022年10月9号，还剩两个月，自己心里很清楚，自己身体一天不如一天，我也不知道我啥时候会突然离开，当时医院给我说的6个月，眨眨眼就过了4个月，真快呀，医生说了有机会，我也又在好好吃药，如果真的那天突然我不在了，希望你们能记住曾经有个叫薛杰的男孩  ⇒  26年了你活的好好的，加油✊,62,?,1,B 失去 / 离别,,网易云《Love Is Gone (Acoustic)》,https://music.163.com/#/song?id=,安慰语命中
ks来的举个爪爪🙋  ⇒  两只手指向中间划有惊喜 一→ ←一๑ᦲ 𖥦 ᦲ๑,62,?,1,Z 其他,,网易云《难过》,https://music.163.com/#/song?id=,
哈哈哈分手了再听真的要命  ⇒  分手了可以听爱情证书和爱情字典,62,?,1,B 失去 / 离别,,网易云《我不难过 (Live)》,https://music.163.com/#/song?id=,
女朋友说我肚脐眼不是竖着的和我分手了[手动狗头]  ⇒  肚脐开天眼了[认可],62,?,1,B 失去 / 离别,,网易云《失恋》,https://music.163.com/#/song?id=,
又失眠了，25岁了，开始很害怕了。  ⇒  17年的我害怕 26年的我害怕 原来不是有多可怕 是不相信自己可以打败他们,62,?,1,H 身体 / 睡眠,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
你拥抱的，并不一定也拥抱你……  ⇒  但是我的拥抱可以给你温暖,62,?,1,Z 其他,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
我也想以后的女朋友能在大字的KTV安安静静的唱张悬的歌 而不是在那里撕心裂肺的唱着泡沫  ⇒  想让她是平淡自如的轻松释怀，而不是悲伤痛苦的声嘶力竭,62,?,1,F 迷茫 / 年龄焦虑,,网易云《关于我爱你》,https://music.163.com/#/song?id=,
咦，为什么你可以发语音，难道我的网易音乐没有更新  ⇒  还在内测的喔˃ ᵕ ᵒ,62,?,1,Z 其他,,网易云《失恋ソング沢山聴いて 泣いてばかりの私はもう。》,https://music.163.com/#/song?id=,
一直不懂为什么失恋的歌唱得像恋爱了一样  ⇒  曲子的原因[手动狗头],62,?,1,Z 其他,,网易云《失恋》,https://music.163.com/#/song?id=,
我在这里养了一只猫，路过的朋友可以摸一下她。[憨笑] ＿＿ ／＞ フ | _ _ l ／` ミ＿꒳ノ / | / ヽ ﾉ │ | | | ／￣| | | | | (￣ヽ＿_ヽ_)__) ＼二つ  ⇒  不好意思，摸死了，还你一只 ＿＿ ／＞ フ | _ _ l ／` ミ＿꒳ノ / | / ヽ ﾉ │ | | | ／￣| | | | | (￣ヽ＿_ヽ_)__) ＼二つ,62,?,1,Z 其他,,网易云《一路生花》,https://music.163.com/#/song?id=,
上岸后的文案已经想好了 潺潺流水终于穿过了群山一座座  ⇒  同志，你上岸了吗？,62,?,1,Z 其他,,网易云《一程山路》,https://music.163.com/#/song?id=,
今天一整天都在重复这首歌，刷牙的时候听着这首歌，在最后那段笛子声的地方终于弯下腰扶着水龙头嚎啕大哭起来，鼻子里流出的血和嘴里咯出的血把毛巾都池子都染红了，妈妈，如果再来一次，我还愿是我，我再也不要离开，永远不要离开了妈妈  ⇒  还好吗？在去北京的路上…,62,?,1,B 失去 / 离别,,网易云《妈妈》,https://music.163.com/#/song?id=,
love you [红心] （高音唱的好不稳啊啊啊） [发布了语音，请前往最新移动端版本查看]  ⇒  好听好听好听！！！[心动],62,?,1,Z 其他,,网易云《MOM》,https://music.163.com/#/song?id=,
我也想活着，不知能不能抗癌成功😭  ⇒  来晚了，希望你还活着，加油,62,?,1,Z 其他,,网易云《活着》,https://music.163.com/#/song?id=,安慰语命中
“小谭山没有天文台”  ⇒  “那就给你建一个”,62,?,1,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
趙聲閣眼中的偶然與巧合，是陳挽眼中的萬水千山  ⇒  在我妈开车的时候听到的😋,62,?,1,Z 其他,,网易云《活着Viva》,https://music.163.com/#/song?id=,
你最喜欢的人姓什么  ⇒  冯 (ૢ˃ꌂ˂⁎),62,?,1,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
5月6日 就成年啦[搞怪]  ⇒  来晚了还是生日快乐,62,?,1,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
5月6日 就成年啦[搞怪]  ⇒  来太晚了，但是还是祝生日快乐,62,?,1,Z 其他,,网易云《失眠》,https://music.163.com/#/song?id=,
我是个废物，成绩不行，游戏也打不好，朋友天天骂我，我姐姐天天打我骂我，发个评论都会被骂，我活着有什么意义？我字也写不好看，老师也一直说我……  ⇒  直接开喷，骂回去,62,?,1,A 被否定 / 失败,,网易云《失眠》,https://music.163.com/#/song?id=,
我是个废物，成绩不行，游戏也打不好，朋友天天骂我，我姐姐天天打我骂我，发个评论都会被骂，我活着有什么意义？我字也写不好看，老师也一直说我……  ⇒  天天开心每天都要快快乐乐的生活[亲吻],62,?,1,A 被否定 / 失败,,网易云《失眠》,https://music.163.com/#/song?id=,
我有心脏你气不气🤣  ⇒  不气 祝你身体健康,62,?,1,Z 其他,,网易云《失眠（抖音最火版）》,https://music.163.com/#/song?id=,
21年高中每次和妈妈吵架就会在书桌前听这首，那是为了高考租在学校旁的房子，不像家，进去像在提醒我高考不可以失误，里面充斥着不被理解不被看到焦虑不安很多情绪，带上耳机提高音量仿佛这个世界只剩我和音乐，我们都很懂彼此，让我冷静。现在已经长大，每次感到焦虑不安的时候第一时间还是想到这首。  ⇒  不理解你的千万不要去讲道理,62,?,1,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,安慰语命中
那我跟这首歌结婚了  ⇒  它已经和我结婚了,62,?,1,Z 其他,,网易云《焦虑Pt.2/膨胀》,https://music.163.com/#/song?id=,
对不起领居 我家没有在装修 我只是活的太累在用屁股撞吸在墙上的假吧唧  ⇒  当初先生退出抽象圈我是极力反对的,62,?,1,C 疲惫 / 撑不住,,网易云《焦虑》,https://music.163.com/#/song?id=,
对不起对不起 诶神锅我错了  ⇒  对不起yhs😂😂😂,62,?,1,Z 其他,,网易云《焦虑》,https://music.163.com/#/song?id=,
这首歌会什么时候火啊  ⇒  别火。一大众了又要说跟风,62,?,1,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
同学都听郑润泽只有我听颜人中[流泪]很想去学着get郑润泽but in vain[流泪]  ⇒  了解了解他的故事可能会喜欢一点,62,?,1,Z 其他,,网易云《一个人》,https://music.163.com/#/song?id=,
我二十五岁势单力薄的时候就敢跟他结婚，现在我三十六了。  ⇒  离婚后我还穿着你的外套吗,62,?,1,B 失去 / 离别,,网易云《遗憾》,https://music.163.com/#/song?id=,
因为薛之谦有很多喜欢他爱他的人。换种角度，你的头像是你心肝的可爱照片是事实，如果别人粉丝曲解成了一种做作戏精你会怎么想呢  ⇒  因为我无所谓 他们把我们一博想到泥坑里我都无所谓 我又无法左右别人的思想 正如他们也无法左右我讨厌薛之谦,62,?,1,Z 其他,,网易云《遗憾》,https://music.163.com/#/song?id=,
“喜欢一个人是什么感觉？” “是很难过的感觉 因为我喜欢他以后 我一直很难过”  ⇒  你应该离开他了，他不让你快乐，你找不到自己了,62,?,1,B 失去 / 离别,,网易云《遗憾》,https://music.163.com/#/song?id=,
明天根本不会更好，我要完蛋了  ⇒  不可能 今天你还在 明天会更好,62,?,1,Z 其他,,网易云《加油！》,https://music.163.com/#/song?id=,
[发布了语音，请前往最新移动端版本查看]  ⇒  接😋 [发布了语音，请前往最新移动端版本查看],62,?,1,Z 其他,,网易云《加油！》,https://music.163.com/#/song?id=,
对于小朋友来说，这首歌过于幼稚。 这首歌非常适合32岁的我听  ⇒  么么么么么么么么么么么妈妈男传递给孩子风险太大的效果,62,?,1,Z 其他,,网易云《加油鸭》,https://music.163.com/#/song?id=,
分享歌词： 加油鸭， 加油鸭， 向前冲鸭， 苍天鸭， 大地鸭， 我的马鸭， 你好鸭， 丑小鸭， 等等我鸭， 梦想在， 前方鸭， 等着大家， 新的一天开始啦， 我出门离开家， 外面风大雨也大， 我都不害怕， 虽然本领不算大， 我也要闯一下， 奔跑姿势很优雅， 跌倒继续爬， 加油鸭， 加油鸭， 向前冲鸭，  ⇒  压死(┳Д┳)(┳Д┳)(´∀`),62,?,1,B 失去 / 离别,,网易云《加油鸭》,https://music.163.com/#/song?id=,
分享歌词： 加油鸭， 加油鸭， 向前冲鸭， 苍天鸭， 大地鸭， 我的马鸭， 你好鸭， 丑小鸭， 等等我鸭， 梦想在， 前方鸭， 等着大家， 新的一天开始啦， 我出门离开家， 外面风大雨也大， 我都不害怕， 虽然本领不算大， 我也要闯一下， 奔跑姿势很优雅， 跌倒继续爬， 加油鸭， 加油鸭， 向前冲鸭，  ⇒  古古怪怪自己。 丰富自己和朋友之间应该相互关注一些,62,?,1,B 失去 / 离别,,网易云《加油鸭》,https://music.163.com/#/song?id=,
25年还有人听么  ⇒  有的 真心喜欢ʕ ⸝⸝⸝⁰⃚⃙̴ ༝ ⁰⃚⃙̴ ʔ ♡,62,?,1,Z 其他,,网易云《加油》,https://music.163.com/#/song?id=,
怎么样宝宝  ⇒  在准备考研的路上啦[红心],62,?,1,Z 其他,,网易云《加油（0.8）》,https://music.163.com/#/song?id=,
父母越来越慈祥 感觉前半生的痛苦都像是假的  ⇒  因为觉得你有用了,62,?,1,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
父母越来越慈祥 感觉前半生的痛苦都像是假的  ⇒  不要替曾经的自己原谅,62,?,1,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
明天 后天 大后天日复一日，睁眼闭眼，什么时候才能度过最难熬的青春  ⇒  如果不是深处地狱，青春并不难熬,62,?,1,C 疲惫 / 撑不住,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
内个……我想……骗……一……个赞… {\__/} ( • ⅴ •) / >❤ 你看到这个了吗 {\__/} ( • v•) /❤❤ 开玩笑啦给你给你 {\__/} ( • - •) /❤ ❤好叭 给你吧~要给我点赞啊~要给我点赞啊  ⇒  很好骗的话，勾勾手指能骗到你吗,62,?,1,Z 其他,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
“如果注定要分开 那相遇的意义是什么？” “就像烟花 哪怕只有一瞬 但那一刻它也曾照亮世界”  ⇒  好好活下去 活下去才有希望,62,?,1,F 迷茫 / 年龄焦虑,,网易云《在痛苦彻底撕裂之前》,https://music.163.com/#/song?id=,
这哥们与其他那些复制人绝对不是同一个level的 他的复制不只是嗓音像 从韵脚 flow 甚至怎么处理音节的浊化都像的离谱 说明他对说唱是很有理解的 等到脱离复制 做出自己的风格之后这哥们绝对会起飞 河南说唱即将有第二个神了  ⇒  这双眼睛究竟能看到多远,62,?,1,Z 其他,,网易云《爱欲求》,https://music.163.com/#/song?id=,
一句zmjjkk下去 一点听的欲望都没了  ⇒  是的 扒开自己伤口的歌 不管写的好不好，搞个康康上去跟开玩笑一样,62,?,1,B 失去 / 离别,,网易云《直视痛苦》,https://music.163.com/#/song?id=,
这个前奏咋这么像网恋  ⇒  应该是一样的beat,62,?,1,Z 其他,,网易云《告别》,https://music.163.com/#/song?id=,
《路边野餐》是跟男朋友去电影院看的，我看哭了，他睡着了…后来我们结婚，有了个可爱的女儿，再后来他成为了我前夫，现在仅仅只是我女儿的爸爸… 我仍能想起那晚电影院里的场景，很多事情都有伏笔 恍惚，从二十几到三十多岁的黄金十几年，就这样在纷扰、分离，和奔波中度过了  ⇒  姐姐未来一定会越来越好🥹❤️,62,?,1,F 迷茫 / 年龄焦虑,,网易云《告别》,https://music.163.com/#/song?id=,
《路边野餐》是跟男朋友去电影院看的，我看哭了，他睡着了…后来我们结婚，有了个可爱的女儿，再后来他成为了我前夫，现在仅仅只是我女儿的爸爸… 我仍能想起那晚电影院里的场景，很多事情都有伏笔 恍惚，从二十几到三十多岁的黄金十几年，就这样在纷扰、分离，和奔波中度过了  ⇒  以后又是新的开始,62,?,1,F 迷茫 / 年龄焦虑,,网易云《告别》,https://music.163.com/#/song?id=,
看了八遍《路边野餐》，第一遍看的时候完全没看懂，接着第二遍，第三遍，一遍一遍刷新着对这个电影的认知，私以为这个电影主旨和这首歌里的一句歌词相当契合，那就是：让原来的归原来，往后的归往后。  ⇒  过去之心不可得，现在之心不可得，未来之心不可得,62,?,1,F 迷茫 / 年龄焦虑,,网易云《告别》,https://music.163.com/#/song?id=,
